1,all,Bwe Karen,bwek1238,ɕá-,1
1,all,Geba Karen,geba1237,ló=sá-sɛ̀ʔ,1
1,all,Eastern Kayah Li,east2342,pwā,2
1,all,Kayah Monu,manu1255,lɤ́-bɔ̀,3
1,all,Brek Kayaw,brek1238,lɤ̄ʰ,3
1,all,Yintale,yint1235,lū-lù ~ lù-plī,3
1,all,Pekon Kayan,kaya1315,lóʰ,3
1,all,Lahta Kayan,zaye1235,lū,3
1,all,Yinbaw,yinb1236,pwáiʰ-trʋ̀,2
2,ashes,Bwe Karen,bwek1238,pʰɛ̄,1
2,ashes,Geba Karen,geba1237,pʰɛ́ʔ,1
2,ashes,Eastern Kayah Li,east2342,mì=pi̯à,1
2,ashes,Western Kayah Li,west2409,kɔ̋=pʰɛ̏,1
2,ashes,Kayah Monu,manu1255,pʰá,1
2,ashes,Brek Kayaw,brek1238,pʰà,1
2,ashes,Yintale,yint1235,pʰā,1
2,ashes,Pekon Kayan,kaya1315,méʰ=pʰâ ~ méʰ=pʰó,1
2,ashes,Lahta Kayan,zaye1235,pʰà,1
2,ashes,Yinbaw,yinb1236,pʰȁ,1
3,bark,Bwe Karen,bwek1238,=pʰē,1
3,bark,Geba Karen,geba1237,θò=ɓèʔ,1
3,bark,Kayah Monu,manu1255,ʂɤ̀=pʰé,1
3,bark,Brek Kayaw,brek1238,θɯ̀=pʰé,1
3,bark,Yintale,yint1235,sěin=bēi,1
3,bark,Pekon Kayan,kaya1315,θǝ̂ŋ=pêŋ,2
3,bark,Yinbaw,yinb1236,θɯ̃̏...=pʰe̋,1
4,belly,Bwe Karen,bwek1238,=gǝ̀=pʰú,1
4,belly,Geba Karen,geba1237,pʰú,1
4,belly,Eastern Kayah Li,east2342,hɔ́=pʰú,1
4,belly,Western Kayah Li,west2409,hɔ̋ #,2
4,belly,Kayah Monu,manu1255,pʰù,1
4,belly,Brek Kayaw,brek1238,pʰɯ̋,1
4,belly,Yintale,yint1235,hú,2
4,belly,Pekon Kayan,kaya1315,pʰǝ́u,1
4,belly,Lahta Kayan,zaye1235,fō,1
4,belly,Yinbaw,yinb1236,pʰű,1
5,big,Bwe Karen,bwek1238,ɗō,1
5,big,Geba Karen,geba1237,ǝ̄=dòʔ,1
5,big,Eastern Kayah Li,east2342,dù,1
5,big,Western Kayah Li,west2409,dȕ,1
5,big,Kayah Monu,manu1255,ʔà=dó,1
5,big,Brek Kayaw,brek1238,ʔà=dù,1
5,big,Yintale,yint1235,pʰá=dū,1
5,big,Pekon Kayan,kaya1315,dóʰ,1
5,big,Lahta Kayan,zaye1235,dù,1
5,big,Yinbaw,yinb1236,dȕ,1
6,bird,Bwe Karen,bwek1238,ɕūɓá-pʰō,1
6,bird,Geba Karen,geba1237,tʰò-pʰōʔ,1
6,bird,Eastern Kayah Li,east2342,tʰùú,1
6,bird,Western Kayah Li,west2409,tʰȕ,1
6,bird,Kayah Monu,manu1255,tʰú-tè-pè,1
6,bird,Brek Kayaw,brek1238,tʰù,1
6,bird,Yintale,yint1235,tʰú-pʰú,1
6,bird,Pekon Kayan,kaya1315,tʰóʰ,1
6,bird,Lahta Kayan,zaye1235,tʰù,1
6,bird,Yinbaw,yinb1236,tʰȕ,1
7,bite,Bwe Karen,bwek1238,ē,1
7,bite,Geba Karen,geba1237,ʔè,1
7,bite,Eastern Kayah Li,east2342,ʔà̰,1
7,bite,Western Kayah Li,west2409,ȁ,1
7,bite,Kayah Monu,manu1255,ʔé,1
7,bite,Brek Kayaw,brek1238,ʔè,1
7,bite,Yintale,yint1235,ʔēi,1
7,bite,Pekon Kayan,kaya1315,êŋ,1
7,bite,Lahta Kayan,zaye1235,ēi̯ŋ,1
7,bite,Yinbaw,yinb1236,ʔe̋,1
8,black,Bwe Karen,bwek1238,θí,1
8,black,Geba Karen,geba1237,ǝ̄=θí-pàʔ,1
8,black,Eastern Kayah Li,east2342,lɔ̀,2
8,black,Western Kayah Li,west2409,lɔ̏ʰ,2
8,black,Kayah Monu,manu1255,ʔà=lɤ̀,2
8,black,Brek Kayaw,brek1238,ʔɛ̀=θɯ̋,1
8,black,Yintale,yint1235,ʔà=ʂǔŋ,1
8,black,Pekon Kayan,kaya1315,lùʰ,2
8,black,Lahta Kayan,zaye1235,lóu̯ŋ,2
8,black,Yinbaw,yinb1236,lʋȕʰ,2
9,blood,Bwe Karen,bwek1238,θwī,1
9,blood,Geba Karen,geba1237,θwìʔ,1
9,blood,Eastern Kayah Li,east2342,swì,1
9,blood,Western Kayah Li,west2409,ʆwȉ,1
9,blood,Kayah Monu,manu1255,ʂí,1
9,blood,Brek Kayaw,brek1238,θyù,1
9,blood,Yintale,yint1235,ʂwēi,1
9,blood,Pekon Kayan,kaya1315,θwî,1
