9,blood,Lahta Kayan,zaye1235,ʆwì,1
9,blood,Yinbaw,yinb1236,θwȉ,1
10,bone,Bwe Karen,bwek1238,=kʰwī,1
10,bone,Geba Karen,geba1237,ǝ̄=kʰwíʔ,1
10,bone,Eastern Kayah Li,east2342,kʰrwí,1
10,bone,Western Kayah Li,west2409,krwȉ,1
10,bone,Kayah Monu,manu1255,kʰwí,1
10,bone,Brek Kayaw,brek1238,šú,1
10,bone,Yintale,yint1235,kʰwéi,1
10,bone,Pekon Kayan,kaya1315,ɕʰwì,1
10,bone,Lahta Kayan,zaye1235,šwí,1
10,bone,Yinbaw,yinb1236,šʰwe̋,1
11,breast,Bwe Karen,bwek1238,=áʆɔ̄,1
12,burn tr.,Bwe Karen,bwek1238,gɛ̀,1
12,burn tr.,Geba Karen,geba1237,šwéʔ-m̥èʔ,2
12,burn tr.,Eastern Kayah Li,east2342,ɕʰɯ́,2
12,burn tr.,Western Kayah Li,west2409,ȉ=sʰɯ̏,2
12,burn tr.,Kayah Monu,manu1255,mí=kɛ̀,1
12,burn tr.,Brek Kayaw,brek1238,mì=kɛ̄,1
12,burn tr.,Yintale,yint1235,míʰ=kâi,1
12,burn tr.,Pekon Kayan,kaya1315,sǝ̄u,2
12,burn tr.,Lahta Kayan,zaye1235,tʰàŋ,3
12,burn tr.,Yinbaw,yinb1236,cùʰ-kàiʰ,2
12,burn tr.,Kayah Monu,manu1255,cʰó-mí,2
12,burn tr.,Brek Kayaw,brek1238,ǯū-mì,2
12,burn tr.,Yintale,yint1235,sʰú-mīʰ,2
13,claw(nail),Bwe Karen,bwek1238,=ɕū=θǝ́=mī,1
13,claw(nail),Geba Karen,geba1237,sù=θí=mìʔ,1
13,claw(nail),Eastern Kayah Li,east2342,kú=mʌ̀,1
13,claw(nail),Western Kayah Li,west2409,kǝ=nɔ̄=bȁ,2
13,claw(nail),Kayah Monu,manu1255,kʰɔ́=mù=bé,2
13,claw(nail),Brek Kayaw,brek1238,ǯɯ̄=θì=mì,1
13,claw(nail),Yintale,yint1235,ǯáu=mēin,1
13,claw(nail),Pekon Kayan,kaya1315,sǝ̀u=mû,1
13,claw(nail),Yinbaw,yinb1236,cǝ=mīʰ,1
14,cloud,Bwe Karen,bwek1238,dɛ̄=ō,1
14,cloud,Geba Karen,geba1237,dɛ̀=tǝ̄ɓòʔ,2
14,cloud,Eastern Kayah Li,east2342,ʔɔ́=lò,3
14,cloud,Western Kayah Li,west2409,ɔ̋=lɯǝ̌ʰ,3
14,cloud,Kayah Monu,manu1255,pò=ʔó=lù,3
14,cloud,Brek Kayaw,brek1238,ká=ʔɯ̀-tɤ́,4
14,cloud,Yintale,yint1235,kān=ʔúŋ,4
14,cloud,Pekon Kayan,kaya1315,lā=ʔó,1
14,cloud,Yinbaw,yinb1236,cǝ̏=ʔʋó,1
15,cold,Bwe Karen,bwek1238,ɕō,1
15,cold,Geba Karen,geba1237,ǝ̄=sòʔ,1
15,cold,Eastern Kayah Li,east2342,rò,2
15,cold,Western Kayah Li,west2409,rȍʰ,2
15,cold,Kayah Monu,manu1255,kà=wò,2
15,cold,Brek Kayaw,brek1238,kà=rò,2
15,cold,Yintale,yint1235,ʔà=ǯɛ̄,3
15,cold,Pekon Kayan,kaya1315,kʰlóʰ,4
15,cold,Lahta Kayan,zaye1235,ʆū-qài̯,5
15,cold,Yinbaw,yinb1236,rʋʰ=ʍe̋,2
15,cold,Kayah Monu,manu1255,ʔà=tò=kʰló,4
15,cold,Yintale,yint1235,ʔà=tà=klū,4
16,come,Bwe Karen,bwek1238,gē,1
16,come,Geba Karen,geba1237,lè=ɓà,2
16,come,Eastern Kayah Li,east2342,kà,1
16,come,Kayah Monu,manu1255,hɛ̀-ʂú,3
16,come,Brek Kayaw,brek1238,lɛ̄=kʰɛ̀,4
16,come,Yintale,yint1235,há,3
16,come,Pekon Kayan,kaya1315,sìʰ,5
16,come,Lahta Kayan,zaye1235,tēi̯ŋ,6
16,come,Yinbaw,yinb1236,lāiʰ,7
17,die,Bwe Karen,bwek1238,θí,1
17,die,Geba Karen,geba1237,θí,1
17,die,Eastern Kayah Li,east2342,sʌ̄,1
17,die,Western Kayah Li,west2409,ʆiē,1
17,die,Kayah Monu,manu1255,ʂì,1
17,die,Brek Kayaw,brek1238,θí,1
17,die,Yintale,yint1235,ʂɛ̂,1
17,die,Pekon Kayan,kaya1315,θɨ́,1
17,die,Lahta Kayan,zaye1235,šɘ̄,1
17,die,Yinbaw,yinb1236,θɯ́,1
18,dog,Bwe Karen,bwek1238,ɕʰū,1
18,dog,Geba Karen,geba1237,tʰwìʔ,1
18,dog,Eastern Kayah Li,east2342,tʰwì,1
18,dog,Western Kayah Li,west2409,tʰwi̋,1
18,dog,Kayah Monu,manu1255,tʰwí,1
18,dog,Brek Kayaw,brek1238,tʰyù,1
18,dog,Yintale,yint1235,tʰwēi-klɔ̀,1
18,dog,Pekon Kayan,kaya1315,tʰwî,1
18,dog,Lahta Kayan,zaye1235,šwì,1
18,dog,Yinbaw,yinb1236,tʰwȉ,1
